关键词,id,类型,标题,评分,评价人数,年份,简介,链接
Bridget Jones's Baby,1438868,音乐,Bridget Jones's Diary ,8.1,150,2001,Various Artists / 2001,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1438868%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=9
Bridget Jones's Baby,1832884,音乐,Bridget Jones's Diary 2: More Music from the Motion Picture and Other V.G. Songs ,8.1,81,2005, / 2005,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1832884%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=10
Bridget Jones's Baby,1857250,音乐,Bridget Jones's Diary ,8.1,10,2008,Various Artists / 2008,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1857250%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=11
Bridget Jones's Baby,1789743,音乐,"Bridget Jones's Diary, Vol. 2 ",(评价人数不足),,2007,Various Artists / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1789743%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=12
Bridget Jones's Baby,4919829,音乐,Bridget Jones's Diary 2 ,(评价人数不足),,2002,Various / 2002,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F4919829%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=13
Bridget Jones's Baby,4919831,音乐,Bridget Jones S Diary [Japan] ,(评价人数不足),,,Original Soundtrack,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F4919831%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=14
Bridget Jones's Baby,2272387,音乐,Bridget Jones's Diary ,(评价人数不足),,2001,Original Soundtrack / 2001,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F2272387%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=15
Bridget Jones's Baby,34503192,音乐,"Bridget Jones's Diary, Vol. 2 (More Music from the Motion Picture) ",(目前无人评价),,2001,Van Morrison / 原声配乐 / 2001,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F34503192%2F&query=Bridget+Jones%27s+Baby&cat_id=1003&type=search&pos=16
Bridget Jones's Baby,1424308,书籍,Bridget Jones's Diary ,8.0,149,1999,Helen Fielding / Penguin Books / 1999,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F1424308%2F&query=Bridget+Jones%27s+Baby&cat_id=1001&type=search&pos=17
Bridget Jones's Baby,1341345,书籍,BRIDGET JONES S DIARY ,8.4,134,,"HELEN,FIELDING / MACMILLAN UK",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F1341345%2F&query=Bridget+Jones%27s+Baby&cat_id=1001&type=search&pos=18
Bridget Jones's Baby,2212016,书籍,Bridget Jones's Diary (movie tie-in) ,8.2,83,2001,Helen Fielding / Penguin (Non-Classics) / 2001,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F2212016%2F&query=Bridget+Jones%27s+Baby&cat_id=1001&type=search&pos=19
Bridget Jones's Baby,489015031,日记,"Palma Violets @ Baby's All Right, Brooklyn",,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F489015031%2F&query=Bridget+Jones%27s+Baby&cat_id=1015&type=search&pos=0
Bridget Jones's Baby,745130249,日记,Baby It‘s Cold Outside,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F745130249%2F&query=Bridget+Jones%27s+Baby&cat_id=1015&type=search&pos=1
Bridget Jones's Baby,197476129,日记,"Bridget Jones's Diary@Jan,1997",,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F197476129%2F&query=Bridget+Jones%27s+Baby&cat_id=1015&type=search&pos=2
Bridget Jones's Baby,514266067,日记,"Baby, that's us",,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F514266067%2F&query=Bridget+Jones%27s+Baby&cat_id=1015&type=search&pos=3
Bridget Jones's Baby,600161931,日记,"还记得Bridget Jones嘛,BJ3袭来~",,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F600161931%2F&query=Bridget+Jones%27s+Baby&cat_id=1015&type=search&pos=4
Me Before You,25929151,电影,遇见你之前 ,7.9,211145,2016,原名:Me Before You / 西娅·夏罗克 / 艾米莉亚·克拉克 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25929151%2F&query=Me+Before+You&cat_id=1002&type=search&pos=0
Me Before You,10432334,书籍,Me Before You ,8.3,1929,2012,Jojo Moyes / Michael Joseph / 2012,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F10432334%2F&query=Me+Before+You&cat_id=1001&type=search&pos=1
Me Before You,11581827,书籍,Me Before You ,8.0,250,2012,Jojo Moyes / Pamela Dorman Books / 2012,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F11581827%2F&query=Me+Before+You&cat_id=1001&type=search&pos=2
Me Before You,26793725,书籍,Me Before You ,8.2,209,2016,Jojo Moyes / Penguin Books / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26793725%2F&query=Me+Before+You&cat_id=1001&type=search&pos=3
Me Before You,21967578,书籍,Me Before You ,(评价人数不足),,2013,"Moyes, Jojo / 2013",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F21967578%2F&query=Me+Before+You&cat_id=1001&type=search&pos=4
Me Before You,17126184,书籍,Me Before You ,(评价人数不足),,,"Moyes, Jojo",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17126184%2F&query=Me+Before+You&cat_id=1001&type=search&pos=5
Me Before You,26883068,书籍,Me Before You ,(评价人数不足),,,jojo moyes,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26883068%2F&query=Me+Before+You&cat_id=1001&type=search&pos=6
Me Before You,24318408,书籍,Me Before You ,(评价人数不足),,2013,"Moyes, Jojo / 2013",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F24318408%2F&query=Me+Before+You&cat_id=1001&type=search&pos=7
Me Before You,12298620,书籍,Me Before You ,(评价人数不足),,,"Moyes, Jojo",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F12298620%2F&query=Me+Before+You&cat_id=1001&type=search&pos=8
Me Before You,30494318,书籍,Me Before You  A Novel (Movie Tie-In) 英文原版 ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F30494318%2F&query=Me+Before+You&cat_id=1001&type=search&pos=9
Me Before You,24764765,书籍,Me Before You ,(目前无人评价),,,"Moyes, Jojo / Turtleback Books",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F24764765%2F&query=Me+Before+You&cat_id=1001&type=search&pos=10
Me Before You,21967590,书籍,Me Before You 18-Copy Mixed Floor Display ,(目前无人评价),,,"Moyes, Jojo / Penguin Books",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F21967590%2F&query=Me+Before+You&cat_id=1001&type=search&pos=11
Me Before You,21967589,书籍,Me Before You 12-Copy Floor Display ,(目前无人评价),,,"Moyes, Jojo / Penguin Books",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F21967589%2F&query=Me+Before+You&cat_id=1001&type=search&pos=12
Me Before You,20537882,书籍,ME BEFORE YOU ,(目前无人评价),,,MOYES JOJO,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F20537882%2F&query=Me+Before+You&cat_id=1001&type=search&pos=13
Me Before You,21748640,书籍,Me Before You 12 Copy Floor Display ,(目前无人评价),,,"Moyes, Jojo / Penguin Books",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F21748640%2F&query=Me+Before+You&cat_id=1001&type=search&pos=14
Me Before You,21748638,书籍,Me Before You 18 Copy Mixed Floor Display ,(目前无人评价),,,"Moyes, Jojo / Penguin Books",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F21748638%2F&query=Me+Before+You&cat_id=1001&type=search&pos=15
Me Before You,20488978,书籍,Me Before You ,(目前无人评价),,2013,"Moyes, Jojo / 2013",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F20488978%2F&query=Me+Before+You&cat_id=1001&type=search&pos=16
Me Before You,32906093,书籍,Me Before You Summary ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32906093%2F&query=Me+Before+You&cat_id=1001&type=search&pos=17
Me Before You,26777381,音乐,Me Before You ,8.2,1221,2016,Various Artists / 原声 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26777381%2F&query=Me+Before+You&cat_id=1003&type=search&pos=18
Me Before You,26838304,音乐,Me Before You ,7.8,39,2016,Various Artists / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26838304%2F&query=Me+Before+You&cat_id=1003&type=search&pos=19
Me Before You,68338408,,Me before you,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F68338408%2F&query=Me+Before+You&cat_id=&type=search&pos=0
Me Before You,147959966,,me before you,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F147959966%2F&query=Me+Before+You&cat_id=&type=search&pos=1
Me Before You,189912963,,Me Before You,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F189912963%2F&query=Me+Before+You&cat_id=&type=search&pos=2
Me Before You,54364743,,Me Before You,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Feternal16%2F&query=Me+Before+You&cat_id=&type=search&pos=3
Me Before You,47902581,,Me before you,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F47902581%2F&query=Me+Before+You&cat_id=&type=search&pos=4
Me Before You,756252313,日记,Me before you,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F756252313%2F&query=Me+Before+You&cat_id=1015&type=search&pos=0
Me Before You,698275184,日记,深爱我们的人永远不会离开我们，我们深爱的生活也会不...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F698275184%2F&query=Me+Before+You&cat_id=1015&type=search&pos=1
Me Before You,718814124,日记,Me Before You,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F718814124%2F&query=Me+Before+You&cat_id=1015&type=search&pos=2
Me Before You,580614780,日记,Me before you：爱与生，我与你,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F580614780%2F&query=Me+Before+You&cat_id=1015&type=search&pos=3
Me Before You,650854249,日记,Me before You,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F650854249%2F&query=Me+Before+You&cat_id=1015&type=search&pos=4
London Has Fallen,25757186,电影,伦敦陷落 ,6.2,87721,2016,原名:London Has Fallen / 巴巴克·纳加非 / 杰拉德·巴特勒 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25757186%2F&query=London+Has+Fallen&cat_id=1002&type=search&pos=0
London Has Fallen,26734782,音乐,London Has Fallen ,5.6,17,2016,Trevor Morris / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26734782%2F&query=London+Has+Fallen&cat_id=1003&type=search&pos=1
London Has Fallen,26900949,电影,天使陷落 ,6.1,37134,2019,原名:Angel Has Fallen / 里克·罗曼·沃夫 / 杰拉德·巴特勒 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26900949%2F&query=London+Has+Fallen&cat_id=1002&type=search&pos=2
London Has Fallen,10743974,电影,奥林匹斯的陷落 ,6.4,61876,2013,原名:Olympus Has Fallen / 安东尼·福奎阿 / 杰拉德·巴特勒 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F10743974%2F&query=London+Has+Fallen&cat_id=1002&type=search&pos=3
London Has Fallen,1424219,电影,三天两夜 ,8.1,1493,1997,原名:恋は舞い降りた / 长谷川康夫 / 唐泽寿明 / 1997,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1424219%2F&query=London+Has+Fallen&cat_id=1002&type=search&pos=4
London Has Fallen,34187933,音乐,Fallen ,(目前无人评价),,2018,Julie London / 摇滚 / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F34187933%2F&query=London+Has+Fallen&cat_id=1003&type=search&pos=5
London Has Fallen,26784937,游戏,伦敦陷落 Fallen London,8.4,19,,游戏 / 文字冒险 iPhone / iPad / 浏览器,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fgame%2F26784937%2F&query=London+Has+Fallen&cat_id=3114&type=search&pos=6
London Has Fallen,25930709,电影,Every Woman Has a Foot Fantasy ,(暂无评分),,1996,原名:Every Woman Has a Foot Fantasy / Viv Thomas / Lana Cox / 1996,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25930709%2F&query=London+Has+Fallen&cat_id=1002&type=search&pos=7
London Has Fallen,33467084,音乐,The Virus Has Spread ,(评价人数不足),,2011,Sy Keeler / 摇滚 / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F33467084%2F&query=London+Has+Fallen&cat_id=1003&type=search&pos=8
London Has Fallen,26666157,书籍,Saigon Has Fallen ,(目前无人评价),,2015,Peter Arnett / RosettaBooks / 2015,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26666157%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=9
London Has Fallen,5249084,书籍,This House Has Fallen ,(评价人数不足),,2002,"Maier, Karl / 2002",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F5249084%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=10
London Has Fallen,17191024,书籍,When Everything Has Fallen ,(目前无人评价),,,"Zongo, Nathalia",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17191024%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=11
London Has Fallen,17224119,书籍,My Country Has Fallen and It Can't Get Up ,(目前无人评价),,,"Forster, Judy",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17224119%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=12
London Has Fallen,14804862,书籍,"It Is Gold That Has Risen, Not Silver That Has Fallen ",(目前无人评价),,1821,"Hughes, Robert W. 1821",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F14804862%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=13
London Has Fallen,15421498,书籍,How Low Has the Farm Share of Retail Food Prices Really Fallen? ,(目前无人评价),,,U. S. Government,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F15421498%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=14
London Has Fallen,11021539,书籍,The Eagle Has Fallen ,(目前无人评价),,2004,"Lemos, P. A. / 2004",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F11021539%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=15
London Has Fallen,10200439,书籍,The Last Leaf Has Fallen ,(目前无人评价),,2007,"Hurst, J. Willis MD / 2007",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F10200439%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=16
London Has Fallen,7113243,书籍,The Castle Has Fallen ,(目前无人评价),,,"Coyle, Jack",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F7113243%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=17
London Has Fallen,10109384,书籍,The Last Leaf Has Fallen ,(目前无人评价),,2007,"Hurst, J. Willis MD / 2007",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F10109384%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=18
London Has Fallen,10142307,书籍,Ruby Meets a Little Girl That Has Fallen in the Flowers ,(目前无人评价),,,"Velez, J. S.; Velez, J. S.; Velez II, R. J.",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F10142307%2F&query=London+Has+Fallen&cat_id=1001&type=search&pos=19
London Has Fallen,38819318,,hasukihaga,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fhasukihaga%2F&query=London+Has+Fallen&cat_id=&type=search&pos=0
London Has Fallen,159812110,,Pul-ha!,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F159812110%2F&query=London+Has+Fallen&cat_id=&type=search&pos=1
London Has Fallen,144939414,,FallenRoses,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fschemeruby%2F&query=London+Has+Fallen&cat_id=&type=search&pos=2
London Has Fallen,551136905,日记,2016 Movie List--23.《London Has Fallen》,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F551136905%2F&query=London+Has+Fallen&cat_id=1015&type=search&pos=0
London Has Fallen,558941195,日记,20160520 London Has Fallen,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F558941195%2F&query=London+Has+Fallen&cat_id=1015&type=search&pos=1
London Has Fallen,553607233,日记,London Has Fallen,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F553607233%2F&query=London+Has+Fallen&cat_id=1015&type=search&pos=2
London Has Fallen,562032433,日记,《伦敦陷落》（London Has Fallen）,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F562032433%2F&query=London+Has+Fallen&cat_id=1015&type=search&pos=3
London Has Fallen,688826746,日记,British Way of Summer,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F688826746%2F&query=London+Has+Fallen&cat_id=1015&type=search&pos=4
Arrival,21324900,电影,降临 ,7.8,337454,2016,原名:Arrival / 丹尼斯·维伦纽瓦 / 艾米·亚当斯 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F21324900%2F&query=Arrival&cat_id=1002&type=search&pos=0
Arrival,26846931,电影,你来了 ,6.5,493,2016,原名:Arrival / 亚历克斯·明 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26846931%2F&query=Arrival&cat_id=1002&type=search&pos=1
Arrival,1292505,电影,天袭 ,6.3,1503,1996,原名:The Arrival / 大卫·杜西 / 查理·辛 / 1996,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1292505%2F&query=Arrival&cat_id=1002&type=search&pos=2
Arrival,1303790,电影,来临 ,8.0,1155,1991,原名:The Arrival / 戴维·施莫勒 / 约翰·萨克松 / 1991,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1303790%2F&query=Arrival&cat_id=1002&type=search&pos=3
Arrival,26892084,书籍,降临 ,8.0,3244,2017,[美] 特德·姜 / 李克勤 / 译林出版社 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26892084%2F&query=Arrival&cat_id=1001&type=search&pos=4
Arrival,26904126,书籍,Arrival ,8.9,25,2016,Ted Chiang / Vintage / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26904126%2F&query=Arrival&cat_id=1001&type=search&pos=5
Arrival,26951325,书籍,Arrival ,(评价人数不足),,2016,Ted Chiang / Picador / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26951325%2F&query=Arrival&cat_id=1001&type=search&pos=6
Arrival,26856281,书籍,Arrival ,(目前无人评价),,2016,Ryk Brown / CreateSpace Independent Publishing Platform / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26856281%2F&query=Arrival&cat_id=1001&type=search&pos=7
Arrival,24656361,书籍,Arrival ,(目前无人评价),,,"Dennis, John M.",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F24656361%2F&query=Arrival&cat_id=1001&type=search&pos=8
Arrival,20117059,书籍,Arrival ,(目前无人评价),,,"Lin, A. P.; Lynn, A. P.;",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F20117059%2F&query=Arrival&cat_id=1001&type=search&pos=9
Arrival,32662028,书籍,Arrival ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32662028%2F&query=Arrival&cat_id=1001&type=search&pos=10
Arrival,32976173,书籍,Arrival ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32976173%2F&query=Arrival&cat_id=1001&type=search&pos=11
Arrival,33295905,书籍,Arrival ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F33295905%2F&query=Arrival&cat_id=1001&type=search&pos=12
Arrival,5051557,电影,抵达 ,(暂无评分),,1980,原名:Arrival / 马尼·考尔 / 1980,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F5051557%2F&query=Arrival&cat_id=1002&type=search&pos=13
Arrival,35048357,电影,Arrival ,(暂无评分),,1957,原名:Arrival /  / 1957,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F35048357%2F&query=Arrival&cat_id=1002&type=search&pos=14
Arrival,404132,小组,Joy Arrival 快樂的寶石,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fgroup%2Fjoyarrival%2F&query=Arrival&cat_id=1019&type=search&pos=15
Arrival,26884047,音乐,Arrival ,8.7,1537,2016,Jóhann Jóhannsson / 原声 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F26884047%2F&query=Arrival&cat_id=1003&type=search&pos=16
Arrival,1607470,音乐,Arrival ,8.7,374,1977,ABBA / 流行 / 1977,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1607470%2F&query=Arrival&cat_id=1003&type=search&pos=17
Arrival,25960601,音乐,ARRIVAL ,8.1,38,2014,BLU-SWING / 放克/灵歌/R&B / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F25960601%2F&query=Arrival&cat_id=1003&type=search&pos=18
Arrival,1900129,音乐,Arrival ,9.3,18,2004,Hypocrisy / 2004,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F1900129%2F&query=Arrival&cat_id=1003&type=search&pos=19
Arrival,3997175,,Arrival,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2FArrival%2F&query=Arrival&cat_id=&type=search&pos=0
Arrival,51452767,,Arrival,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F51452767%2F&query=Arrival&cat_id=&type=search&pos=1
Arrival,59993825,,arrival,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Ftzxr%2F&query=Arrival&cat_id=&type=search&pos=2
Arrival,149348496,,Arrival,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F149348496%2F&query=Arrival&cat_id=&type=search&pos=3
Arrival,178371107,,Arrival,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F178371107%2F&query=Arrival&cat_id=&type=search&pos=4
Arrival,594710316,日记,《Arrival》与它的电影配乐,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F594710316%2F&query=Arrival&cat_id=1015&type=search&pos=0
Arrival,605042663,日记,如何為「降臨」設計一門奇特的語言,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F605042663%2F&query=Arrival&cat_id=1015&type=search&pos=1
Arrival,216702367,日记,抵达之谜 (The Enigma of Arrival ),,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F216702367%2F&query=Arrival&cat_id=1015&type=search&pos=2
Arrival,612155211,日记,Arrival,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F612155211%2F&query=Arrival&cat_id=1015&type=search&pos=3
The BFG,25875021,电影,圆梦巨人 ,6.8,72777,2016,原名:The BFG / 史蒂文·斯皮尔伯格 / 鲁比·巴恩希尔 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25875021%2F&query=The+BFG&cat_id=1002&type=search&pos=0
The BFG,1294051,电影,友好的巨人 ,(暂无评分),,1989,原名:The BFG / Brian Cosgrove / 1989,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1294051%2F&query=The+BFG&cat_id=1002&type=search&pos=1
The BFG,3567763,书籍,The BFG ,8.2,48,2007,Roald Dahl / Puffin Books / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F3567763%2F&query=The+BFG&cat_id=1001&type=search&pos=2
The BFG,21706876,书籍,The Bfg ,(评价人数不足),,2013, / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F21706876%2F&query=The+BFG&cat_id=1001&type=search&pos=3
The BFG,26968580,书籍,The BFG ,(评价人数不足),,,Roald Dahl / Penguin Random House Audio Publishing Group,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26968580%2F&query=The+BFG&cat_id=1001&type=search&pos=4
The BFG,26942281,书籍,The BFG Mad Libs ,(评价人数不足),,2016,"Olsen, Leigh / Price Stern Sloan / 2016",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26942281%2F&query=The+BFG&cat_id=1001&type=search&pos=5
The BFG,11726553,书籍,The BFG ,(评价人数不足),,2013,Roald Dahl / Puffin / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F11726553%2F&query=The+BFG&cat_id=1001&type=search&pos=6
The BFG,32873249,书籍,The BFG - El gran gigante bonachón / The BFG ,(目前无人评价),,,,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F32873249%2F&query=The+BFG&cat_id=1001&type=search&pos=7
