关键词,id,类型,标题,评分,评价人数,年份,简介,链接
Mother!,40018,小组,HOW I MET YOUR MOTHER(Byebye&Thanks),,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fgroup%2Fhowimetyourmam%2F&query=Mother%21&cat_id=1019&type=search&pos=1
Mother!,34977893,电影,列夫·朗道：诺拉与母亲 ,6.8,1333,2020,原名:DAU. Nora Mother / 伊利亚·赫尔扎诺夫斯基 / Radmila Shegoleva / 2020,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F34977893%2F&query=Mother%21&cat_id=1002&type=search&pos=2
Mother!,27129560,电影,吾乃母亲 ,7.3,15777,2019,原名:I Am Mother / 格兰特·斯布托尔 / 罗丝·伯恩 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F27129560%2F&query=Mother%21&cat_id=1002&type=search&pos=3
Mother!,4303624,电视剧,母亲 ,9.4,36359,2010,原名:Mother / 水田伸生 / 松雪泰子 / 2010,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F4303624%2F&query=Mother%21&cat_id=1002&type=search&pos=4
Mother!,1427818,电视剧,老爸老妈的浪漫史 第一季 ,9.0,57186,2005,原名:How I Met Your Mother / 尼尔·帕特里克·哈里斯 / 乔什·拉德诺 / 2005,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1427818%2F&query=Mother%21&cat_id=1002&type=search&pos=5
Mother!,20470240,电视剧,老爸老妈的浪漫史 第九季 ,8.3,25381,2013,原名:How I Met Your Mother / 帕梅拉·弗莱曼 / 乔什·拉德诺 / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F20470240%2F&query=Mother%21&cat_id=1002&type=search&pos=6
Mother!,24700656,电视剧,Your Mother Wouldn't Like It 第一季 ,(暂无评分),,1985,原名:Your Mother Wouldn't Like It /  / 1985,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F24700656%2F&query=Mother%21&cat_id=1002&type=search&pos=7
Mother!,26382463,电视剧,爱上朋友妈 第一季 ,6.7,1373,2015,原名:Significant Mother / 约翰·普奇 / 乔什·祖克曼 / 2015,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26382463%2F&query=Mother%21&cat_id=1002&type=search&pos=8
Mother!,26334518,电影,母女之间的事 ,(暂无评分),,2014,原名:A Mother Daughter Thing / 詹姆斯·圣詹姆斯 / 朱莉·安妮 / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26334518%2F&query=Mother%21&cat_id=1002&type=search&pos=9
Mother!,10563743,电视剧,老爸老妈的浪漫史 第八季 ,9.2,22800,2012,原名:How I Met Your Mother / 帕梅拉·弗莱曼 / 克里斯汀·米利欧缇 / 2012,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F10563743%2F&query=Mother%21&cat_id=1002&type=search&pos=10
Mother!,3008671,电影,母与子 ,8.1,3281,2009,原名:Mother and Child / 罗德里戈·加西亚 / 娜奥米·沃茨 / 2009,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F3008671%2F&query=Mother%21&cat_id=1002&type=search&pos=11
Mother!,6794391,电视剧,老爸老妈的浪漫史 第七季 ,9.2,22999,2011,原名:How I Met Your Mother  / 帕梅拉·弗莱曼 / 乔什·拉德诺 / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F6794391%2F&query=Mother%21&cat_id=1002&type=search&pos=12
Mother!,10863857,舞台剧,晚安，妈妈 ,6.8,726,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Flocation%2Fdrama%2F10863857%2F&query=Mother%21&cat_id=3069&type=search&pos=13
Mother!,5262275,电视剧,老爸老妈的浪漫史 第六季 ,9.2,24028,2010,原名:How I Met Your Mother  / 帕梅拉·弗莱曼 / 尼尔·帕特里克·哈里斯 / 2010,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F5262275%2F&query=Mother%21&cat_id=1002&type=search&pos=14
Mother!,3990479,电视剧,老爸老妈的浪漫史 第五季 ,9.1,25931,2009,原名:How I Met Your Mother  / 帕梅拉·弗莱曼 / 乔什·拉德诺 / 2009,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F3990479%2F&query=Mother%21&cat_id=1002&type=search&pos=15
Mother!,2296025,电视剧,老爸老妈的浪漫史 第二季 ,9.3,33643,2006,原名:How I Met Your Mother / 帕梅拉·弗莱曼 / 乔什·拉德诺 / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2296025%2F&query=Mother%21&cat_id=1002&type=search&pos=16
Mother!,2326226,电视剧,老爸老妈的浪漫史 第三季 ,9.2,30174,2007,原名:How I Met Your Mother  / 帕梅拉·弗莱曼 / 乔什·拉德诺 / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2326226%2F&query=Mother%21&cat_id=1002&type=search&pos=17
Mother!,3222657,电视剧,老爸老妈的浪漫史 第四季 ,9.2,27949,2008,原名:How I Met Your Mother  / 帕梅拉·弗莱曼 / 乔什·拉德诺 / 2008,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F3222657%2F&query=Mother%21&cat_id=1002&type=search&pos=18
Mother!,26436645,电影,母亲节 ,6.3,3616,2016,原名:Mother's Day / 盖瑞·马歇尔 / 朱莉娅·罗伯茨 / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26436645%2F&query=Mother%21&cat_id=1002&type=search&pos=19
Mother!,130753606,,acid-mother-4,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F130753606%2F&query=Mother%21&cat_id=&type=search&pos=0
Mother!,2824249,,Water Mother,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Flittlejellyfish%2F&query=Mother%21&cat_id=&type=search&pos=1
Mother!,153652395,,🌸🍭糖糖mother,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F153652395%2F&query=Mother%21&cat_id=&type=search&pos=2
Mother!,56530251,,miss my mother,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F56530251%2F&query=Mother%21&cat_id=&type=search&pos=3
Mother!,134522876,,语mother,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F134522876%2F&query=Mother%21&cat_id=&type=search&pos=4
Mother!,762278720,日记,Mother's Day,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F762278720%2F&query=Mother%21&cat_id=1015&type=search&pos=0
Mother!,763789171,日记,59 身体失控 | becoming a mother,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F763789171%2F&query=Mother%21&cat_id=1015&type=search&pos=1
Mother!,646620439,日记,背后母语 Your mother tongue melted in your blood,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F646620439%2F&query=Mother%21&cat_id=1015&type=search&pos=2
Mother!,664239022,日记,My Mother is a Worker,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F664239022%2F&query=Mother%21&cat_id=1015&type=search&pos=3
Mother!,757211787,日记,试译 Nature - the Gentlest Mother is （790 Johnson）,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F757211787%2F&query=Mother%21&cat_id=1015&type=search&pos=4
Wind River,26389601,电影,猎凶风河谷 ,7.8,52318,2017,原名:Wind River / 泰勒·谢里丹 / 杰瑞米·雷纳 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26389601%2F&query=Wind+River&cat_id=1002&type=search&pos=0
Wind River,1878355,电影,风河谷 ,(暂无评分),,2001,原名:Wind River / 布莱克·赫伦 / 2001,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1878355%2F&query=Wind+River&cat_id=1002&type=search&pos=1
Wind River,27046000,音乐,Wind River (Original Motion Picture Soundtrack) ,7.8,89,2017,尼克 凯夫 Nick Cave / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F27046000%2F&query=Wind+River&cat_id=1003&type=search&pos=2
Wind River,27133000,音乐,Wind River ,(评价人数不足),,2017,Nick Cave & Warren Ellis / 原声 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F27133000%2F&query=Wind+River&cat_id=1003&type=search&pos=3
Wind River,19069612,书籍,Wind River Range ,(目前无人评价),,,"Surhone, Lambert M.; Timpledon, Miriam T.; Marseken, Susan F.",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F19069612%2F&query=Wind+River&cat_id=1001&type=search&pos=4
Wind River,18175886,书籍,Wind River Range ,(目前无人评价),,,"Russell, Jesse; Cohn, Ronald; / Book on Demand Ltd.",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F18175886%2F&query=Wind+River&cat_id=1001&type=search&pos=5
Wind River,17229415,书籍,The Rustler of Wind River ,(目前无人评价),,,"Ogden, George Washington",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17229415%2F&query=Wind+River&cat_id=1001&type=search&pos=6
Wind River,17229419,书籍,The Rustler of Wind River ,(目前无人评价),,,"Ogden, George Washington",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17229419%2F&query=Wind+River&cat_id=1001&type=search&pos=7
Wind River,17229424,书籍,The Rustler of Wind River ,(目前无人评价),,,"Ogden, George Washington",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17229424%2F&query=Wind+River&cat_id=1001&type=search&pos=8
Wind River,17229425,书籍,The Rustler of Wind River ,(目前无人评价),,,"Ogden, George Washington",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17229425%2F&query=Wind+River&cat_id=1001&type=search&pos=9
Wind River,17635744,书籍,Wind River ,(目前无人评价),,,"Shell, Tom; Nicholas, Elijah; Iavarone, John",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17635744%2F&query=Wind+River&cat_id=1001&type=search&pos=10
Wind River,17645552,书籍,Wind River ,(目前无人评价),,,"Savage, Les, JR.",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F17645552%2F&query=Wind+River&cat_id=1001&type=search&pos=11
Wind River,16835236,书籍,Species of Hyracotherium and Allied Perissodactyla from the Wahsatch and Wind River Beds of North America... ,(目前无人评价),,,"Wortman, Jacob Lawson",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F16835236%2F&query=Wind+River&cat_id=1001&type=search&pos=12
Wind River,14923987,书籍,The Rustler of Wind River ,(目前无人评价),,1871,"Ogden, George W. 1871",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F14923987%2F&query=Wind+River&cat_id=1001&type=search&pos=13
Wind River,13953334,书籍,The Rustler of Wind River ,(目前无人评价),,2010,"Ogden, George W. / General Books / 2010",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F13953334%2F&query=Wind+River&cat_id=1001&type=search&pos=14
Wind River,15743799,书籍,"A Late-Quaternary Record of Environmental Variability from Lake Sediment Cores, Wind River Range, Wyoming. ",(目前无人评价),,,"Johnson, Tyler John",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F15743799%2F&query=Wind+River&cat_id=1001&type=search&pos=15
Wind River,14612917,书籍,The Boss of Wind River ,(目前无人评价),,,"Chisholm, Arthur Murray",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F14612917%2F&query=Wind+River&cat_id=1001&type=search&pos=16
Wind River,15600507,书籍,"Wind River Basin, Wyoming; Interim Report ",(目前无人评价),,,"Interior, United States Dept of",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F15600507%2F&query=Wind+River&cat_id=1001&type=search&pos=17
Wind River,16137337,书籍,Methamphetamine and Tribal Criminal Jurisdiction on the Wind River Reservation. ,(目前无人评价),,,"Cisneros, Mandy A.",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F16137337%2F&query=Wind+River&cat_id=1001&type=search&pos=18
Wind River,16151740,书籍,"The Geology and Vertebrate Paleontology of Upper Eocene Strata in the Northeastern Part of the Wind River Basin, Wyoming, Part 1 ",(目前无人评价),,,"Tourtelot, Harry Allison",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F16151740%2F&query=Wind+River&cat_id=1001&type=search&pos=19
Wind River,175198399,,river&wind,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F175198399%2F&query=Wind+River&cat_id=&type=search&pos=0
Wind River,175198361,,river&wind,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F175198361%2F&query=Wind+River&cat_id=&type=search&pos=1
Wind River,54133702,,风川,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fwind-river%2F&query=Wind+River&cat_id=&type=search&pos=2
Wind River,46856007,,Windy River,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F46856007%2F&query=Wind+River&cat_id=&type=search&pos=3
Wind River,698448329,日记,wind river,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F698448329%2F&query=Wind+River&cat_id=1015&type=search&pos=0
Wind River,734318710,日记,风河山脉之塔圈三日背包徒步（3 Days Backpacking Cir...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F734318710%2F&query=Wind+River&cat_id=1015&type=search&pos=1
Wind River,737777969,日记,风河山脉之Titcomb Basin三日背包徒步（3 Days Backpa...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F737777969%2F&query=Wind+River&cat_id=1015&type=search&pos=2
Wind River,697480867,日记,Day 10 Wind River,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F697480867%2F&query=Wind+River&cat_id=1015&type=search&pos=3
Wind River,642363972,日记,Wind River,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F642363972%2F&query=Wind+River&cat_id=1015&type=search&pos=4
Battle of Memories,2973079,电影,霍比特人3：五军之战 ,8.4,293563,2014,原名:The Hobbit: The Battle of the Five Armies / 彼得·杰克逊 / 马丁·弗瑞曼 / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2973079%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=0
Battle of Memories,6718639,书籍,Battle ,(评价人数不足),,2010,R. G. Grant / DK / 2010,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F6718639%2F&query=Battle+of+Memories&cat_id=1001&type=search&pos=1
Battle of Memories,25884801,电影,记忆大师 ,7.1,295335,2017,原名:记忆大师 / 陈正道 / 黄渤 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F25884801%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=2
Battle of Memories,2257732,电影,博物馆奇妙夜2 ,7.0,137203,2009,原名:Night at the Museum: Battle of the Smithsonian / 肖恩·利维 / 本·斯蒂勒 / 2009,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2257732%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=3
Battle of Memories,24684190,书籍,Memories ,(目前无人评价),,,Brady Lisa / LAP Lambert Academic Publishing,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F24684190%2F&query=Battle+of+Memories&cat_id=1001&type=search&pos=4
Battle of Memories,30405267,音乐,Battle ,(目前无人评价),,2018,Breath of Wind / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmusic.douban.com%2Fsubject%2F30405267%2F&query=Battle+of+Memories&cat_id=1003&type=search&pos=5
Battle of Memories,1972738,电影,危机：龙潭之战 ,6.5,3742,2019,原名:Danger Close: The Battle of Long Tan / 科里夫·斯丹德斯 / 崔维斯·费米尔 / 2019,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1972738%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=6
Battle of Memories,3057368,电影,抢救切尔诺贝利 ,9.2,17871,2006,原名:The Battle of Chernobyl / 托马斯·约翰逊 / Hans Blix / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F3057368%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=7
Battle of Memories,30175232,电影,美国历史：长津湖战役 ,7.8,992,2016,原名:American Experience: The Battle of Chosin /  / 2016,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30175232%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=8
Battle of Memories,26372319,电影,性别之战 ,6.7,8807,2017,原名:Battle of the Sexes / 乔纳森·戴顿 / 艾玛·斯通 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26372319%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=9
Battle of Memories,4285585,电影,Battle Fighters 饿狼传说 ,6.3,89,1992,原名:バトルファイターズ 餓狼伝説 / 福富博 / 马克·海德斯 / 1992,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F4285585%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=10
Battle of Memories,2330876,电视剧,悠久之翼 ,8.4,3866,2007,原名:ef - a tale of memories. / 大沼心 / 田口宏子 / 2007,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2330876%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=11
Battle of Memories,26413839,电影,图书馆战争：记忆之书 ,7.5,4432,2015,原名:図書館戦争 BOOK OF MEMORIES / 佐藤信介 / 冈田准一 / 2015,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F26413839%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=12
Battle of Memories,2257094,电影,死神剧场版：无人的回忆 ,7.0,5672,2006,原名:劇場版 BLEACH ブリーチ MEMORIES OF NOBODY / 阿部记之 / 森田成一 / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F2257094%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=13
Battle of Memories,1300299,电影,杀人回忆 ,8.8,465390,2003,原名:살인의 추억 / 奉俊昊 / 宋康昊 / 2003,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1300299%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=14
Battle of Memories,1428230,电影,中国之抗战 ,8.9,1281,1944,原名:The Battle of China / 弗兰克·卡普拉 / 克莱尔·李·陈纳德 / 1944,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1428230%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=15
Battle of Memories,1418873,电影,突出部之役 ,7.4,2450,1965,原名:Battle of the Bulge / 肯·安纳金 / 亨利·方达 / 1965,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1418873%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=16
Battle of Memories,1915385,电影,决战猩球 ,6.6,4168,1973,原名:Battle for the Planet of the Apes / J·李·汤普森 / 罗迪·麦克道尔 / 1973,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1915385%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=17
Battle of Memories,5342771,电影,苦干——中国不可战胜的秘密 ,9.4,374,1941,原名:'Kukan': The Battle Cry of China / 雷伊·斯科特 / 尼尔斯·韦尔奇 / 1941,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F5342771%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=18
Battle of Memories,1787291,电影,被嫌弃的松子的一生 ,8.9,538046,2006,原名:嫌われ松子の一生 / 中岛哲也 / 中谷美纪 / 2006,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1787291%2F&query=Battle+of+Memories&cat_id=1002&type=search&pos=19
Battle of Memories,590335703,日记,《海豹神兵》电影原声音乐：Rhapsody Of Fire主创触电...,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F590335703%2F&query=Battle+of+Memories&cat_id=1015&type=search&pos=0
Battle of Memories,355504145,日记,conchita wurst-unbreakble,,,,,https://www.douban.com/link2/?url=http%3A%2F%2Fwww.douban.com%2Fnote%2F355504145%2F&query=Battle+of+Memories&cat_id=1015&type=search&pos=1
The Snowman,6981146,电影,雪人 ,5.2,6999,2017,原名:The Snowman / 托马斯·阿尔弗莱德森 / 迈克尔·法斯宾德 / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F6981146%2F&query=The+Snowman&cat_id=1002&type=search&pos=0
The Snowman,1433799,电影,雪人 ,8.8,2420,1982,原名:The Snowman / 戴安娜·杰克逊 / 大卫·鲍伊 / 1982,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1433799%2F&query=The+Snowman&cat_id=1002&type=search&pos=1
The Snowman,20471281,电影,雪人与雪犬 ,8.2,980,2012,原名:The Snowman and the Snowdog / Hilary Audus / 2012,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F20471281%2F&query=The+Snowman&cat_id=1002&type=search&pos=2
The Snowman,1294898,电影,叛国少年 ,7.0,54,1985,原名:The Falcon and the Snowman / 约翰·施莱辛格 / 蒂莫西·赫顿 / 1985,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F1294898%2F&query=The+Snowman&cat_id=1002&type=search&pos=3
The Snowman,30197890,电影,The Snowman Trek ,(暂无评分),,2018,原名:The Snowman Trek /  / 2018,https://www.douban.com/link2/?url=https%3A%2F%2Fmovie.douban.com%2Fsubject%2F30197890%2F&query=The+Snowman&cat_id=1002&type=search&pos=4
The Snowman,1340963,书籍,The Snowman ,8.9,76,1980,Raymond Briggs / Puffin / 1980,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F1340963%2F&query=The+Snowman&cat_id=1001&type=search&pos=5
The Snowman,5421001,书籍,The Snowman ,7.8,45,2010,"Nesbo, Jo / Don Bartlett / Vintage / 2010",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F5421001%2F&query=The+Snowman&cat_id=1001&type=search&pos=6
The Snowman,6394977,书籍,The Snowman ,8.1,47,2011,Jo Nesbø / Don Bartlett / Knopf / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F6394977%2F&query=The+Snowman&cat_id=1001&type=search&pos=7
The Snowman,12298737,书籍,The Snowman and the Snowdog ,(评价人数不足),,,"Briggs, Raymond",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F12298737%2F&query=The+Snowman&cat_id=1001&type=search&pos=8
The Snowman,25857947,书籍,The Corpse in the Snowman ,(评价人数不足),,1986,Nicholas Blake / Harpercollins / 1986,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F25857947%2F&query=The+Snowman&cat_id=1001&type=search&pos=9
The Snowman,12298738,书籍,The Snowman and the Snowdog ,(评价人数不足),,2013,Raymond Briggs / Puffin / 2013,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F12298738%2F&query=The+Snowman&cat_id=1001&type=search&pos=10
The Snowman,26872666,书籍,The Snowman ,(评价人数不足),,,Cynthia Rider / Oxford,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26872666%2F&query=The+Snowman&cat_id=1001&type=search&pos=11
The Snowman,26775464,书籍,The Snowman ,(评价人数不足),,2014,Jo Nesbo / Don Bartlett / Vintage / 2014,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26775464%2F&query=The+Snowman&cat_id=1001&type=search&pos=12
The Snowman,26866296,书籍,The Snowman ,(目前无人评价),,,Raymond Briggs / Puffin Books,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26866296%2F&query=The+Snowman&cat_id=1001&type=search&pos=13
The Snowman,26303237,书籍,The Snowman ,(目前无人评价),,1987,Raymond Briggs / Hamish Hamilton Ltd / 1987,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26303237%2F&query=The+Snowman&cat_id=1001&type=search&pos=14
The Snowman,26711426,书籍,The Snowman ,(评价人数不足),,,Roderick Hunt,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F26711426%2F&query=The+Snowman&cat_id=1001&type=search&pos=15
The Snowman,20066166,书籍,The Snowman ,(目前无人评价),,,"Briggs, Raymond",https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F20066166%2F&query=The+Snowman&cat_id=1001&type=search&pos=16
The Snowman,7008289,书籍,The Snowman ,(目前无人评价),,2012,Jo Nesbo / Don Bartlett / Vintage Crime/Black Lizard / 2012,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F7008289%2F&query=The+Snowman&cat_id=1001&type=search&pos=17
The Snowman,30352756,书籍,The Snowman ,(评价人数不足),,2017,Jo Nesbo / Don Bartlett / Vintage Crime/Black Lizard / 2017,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F30352756%2F&query=The+Snowman&cat_id=1001&type=search&pos=18
The Snowman,27617013,书籍,The Snowman (Harry Hole #7) ,(评价人数不足),,2011,Jo Nesbø / Random House Audio / 2011,https://www.douban.com/link2/?url=https%3A%2F%2Fbook.douban.com%2Fsubject%2F27617013%2F&query=The+Snowman&cat_id=1001&type=search&pos=19
The Snowman,36014122,,snowman,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fsnowman533%2F&query=The+Snowman&cat_id=&type=search&pos=0
The Snowman,1486981,,snowman,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fxiancaixian%2F&query=The+Snowman&cat_id=&type=search&pos=1
The Snowman,43308013,,snowman,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2Fxiajiaing%2F&query=The+Snowman&cat_id=&type=search&pos=2
The Snowman,2344194,,snowman,,,,,https://www.douban.com/link2/?url=https%3A%2F%2Fwww.douban.com%2Fpeople%2F2344194%2F&query=The+Snowman&cat_id=&type=search&pos=3
